          time,          i_l1,           i_r,          i_vs,            v1,            v2,          v_l1,            vr,            vs
  0.000000e+00,      0.049381,      0.049381,      0.049381,     10.000000,      9.753094,      9.753094,      0.246906,      9.995066
  1.000000e-04,      0.097462,      0.097462,      0.097462,      9.995066,      9.507756,      9.507756,      0.487309,      9.980267
  2.000000e-04,      0.144302,      0.144302,      0.144302,      9.980267,      9.258756,      9.258756,      0.721511,      9.955620
  3.000000e-04,      0.189876,      0.189876,      0.189876,      9.955620,      9.006239,      9.006239,      0.949381,      9.921147
  4.000000e-04,      0.234193,      0.234193,      0.234193,      9.921147,      8.750183,      8.750183,      1.170964,      9.876883
  5.000000e-04,      0.277167,      0.277167,      0.277167,      9.876883,      8.491046,      8.491046,      1.385837,      9.822873
  6.000000e-04,      0.318821,      0.318821,      0.318821,      9.822873,      8.228770,      8.228770,      1.594103,      9.759168
  7.000000e-04,      0.359137,      0.359137,      0.359137,      9.759168,      7.963483,      7.963483,      1.795684,      9.685832
  8.000000e-04,      0.398102,      0.398102,      0.398102,      9.685832,      7.695322,      7.695322,      1.990509,      9.602937
  9.000000e-04,      0.435708,      0.435708,      0.435708,      9.602937,      7.424397,      7.424397,      2.178540,      9.510565
  1.000000e-03,      0.471992,      0.471992,      0.471992,      9.510565,      7.150603,      7.150603,      2.359962,      9.408808
  1.100000e-03,      0.506846,      0.506846,      0.506846,      9.408808,      6.874579,      6.874579,      2.534228,      9.297765
  1.200000e-03,      0.540388,      0.540388,      0.540388,      9.297765,      6.595822,      6.595822,      2.701942,      9.177546
  1.300000e-03,      0.572380,      0.572380,      0.572380,      9.177546,      6.315646,      6.315646,      2.861900,      9.048271
  1.400000e-03,      0.602931,      0.602931,      0.602931,      9.048271,      6.033616,      6.033616,      3.014654,      8.910065
  1.500000e-03,      0.632073,      0.632073,      0.632073,      8.910065,      5.749699,      5.749699,      3.160367,      8.763067
  1.600000e-03,      0.659835,      0.659835,      0.659835,      8.763067,      5.463894,      5.463894,      3.299173,      8.607420
  1.700000e-03,      0.686163,      0.686163,      0.686163,      8.607420,      5.176607,      5.176607,      3.430814,      8.443279
  1.800000e-03,      0.711138,      0.711138,      0.711138,      8.443279,      4.887587,      4.887587,      3.555692,      8.270806
  1.900000e-03,      0.734452,      0.734452,      0.734452,      8.270806,      4.598546,      4.598546,      3.672259,      8.090170
  2.000000e-03,      0.756314,      0.756314,      0.756314,      8.090170,      4.308599,      4.308599,      3.781571,      7.901550
  2.100000e-03,      0.776721,      0.776721,      0.776721,      7.901550,      4.017946,      4.017946,      3.883604,      7.705132
  2.200000e-03,      0.795670,      0.795670,      0.795670,      7.705132,      3.726783,      3.726783,      3.978349,      7.501111
  2.300000e-03,      0.813161,      0.813161,      0.813161,      7.501111,      3.435308,      3.435308,      4.065803,      7.289686
  2.400000e-03,      0.829193,      0.829193,      0.829193,      7.289686,      3.143721,      3.143721,      4.145965,      7.071068
  2.500000e-03,      0.843769,      0.843769,      0.843769,      7.071068,      2.852225,      2.852225,      4.218843,      6.845471
  2.600000e-03,      0.856889,      0.856889,      0.856889,      6.845471,      2.561026,      2.561026,      4.284445,      6.613119
  2.700000e-03,      0.868558,      0.868558,      0.868558,      6.613119,      2.270331,      2.270331,      4.342788,      6.374240
  2.800000e-03,      0.878770,      0.878770,      0.878770,      6.374240,      1.980391,      1.980391,      4.393849,      6.129071
  2.900000e-03,      0.887332,      0.887332,      0.887332,      6.129071,      1.692412,      1.692412,      4.436658,      5.877853
  3.000000e-03,      0.894712,      0.894712,      0.894712,      5.877853,      1.404295,      1.404295,      4.473558,      5.620834
  3.100000e-03,      0.900615,      0.900615,      0.900615,      5.620834,      1.117761,      1.117761,      4.503073,      5.358268
  3.200000e-03,      0.905287,      0.905287,      0.905287,      5.358268,      0.831832,      0.831832,      4.526436,      5.090414
  3.300000e-03,      0.908242,      0.908242,      0.908242,      5.090414,      0.549206,      0.549206,      4.541208,      4.817537
  3.400000e-03,      0.909997,      0.909997,      0.909997,      4.817537,      0.267554,      0.267554,      4.549983,      4.539905
  3.500000e-03,      0.910042,      0.910042,      0.910042,      4.539905,     -0.010306,     -0.010306,      4.550211,      4.257793
  3.600000e-03,      0.908950,      0.908950,      0.908950,      4.257793,     -0.286957,     -0.286957,      4.544750,      3.971479
  3.700000e-03,      0.906334,      0.906334,      0.906334,      3.971479,     -0.560193,     -0.560193,      4.531671,      3.681246
  3.800000e-03,      0.902211,      0.902211,      0.902211,      3.681246,     -0.829809,     -0.829809,      4.511055,      3.387379
  3.900000e-03,      0.897231,      0.897231,      0.897231,      3.387379,     -1.098778,     -1.098778,      4.486157,      3.090170
  4.000000e-03,      0.890441,      0.890441,      0.890441,      3.090170,     -1.362034,     -1.362034,      4.452204,      2.789911
  4.100000e-03,      0.882327,      0.882327,      0.882327,      2.789911,     -1.621726,     -1.621726,      4.411637,      2.486899
  4.200000e-03,      0.872907,      0.872907,      0.872907,      2.486899,     -1.877639,     -1.877639,      4.364537,      2.181432
  4.300000e-03,      0.862396,      0.862396,      0.862396,      2.181432,     -2.130547,     -2.130547,      4.311979,      1.873813
  4.400000e-03,      0.850646,      0.850646,      0.850646,      1.873813,     -2.379419,     -2.379419,      4.253232,      1.564345
  4.500000e-03,      0.837766,      0.837766,      0.837766,      1.564345,     -2.624484,     -2.624484,      4.188829,      1.253332
  4.600000e-03,      0.823333,      0.823333,      0.823333,      1.253332,     -2.863335,     -2.863335,      4.116667,      0.941083
  4.700000e-03,      0.808025,      0.808025,      0.808025,      0.941083,     -3.099041,     -3.099041,      4.040124,      0.627905
  4.800000e-03,      0.791326,      0.791326,      0.791326,      0.627905,     -3.328727,     -3.328727,      3.956632,      0.314108
  4.900000e-03,      0.774035,      0.774035,      0.774035,      0.314108,     -3.556070,     -3.556070,      3.870177,     -0.000000
  5.000000e-03,      0.755136,      0.755136,      0.755136,     -0.000000,     -3.775681,     -3.775681,      3.775681,     -0.314108
  5.100000e-03,      0.735111,      0.735111,      0.735111,     -0.314108,     -3.989663,     -3.989663,      3.675556,     -0.627905
  5.200000e-03,      0.714369,      0.714369,      0.714369,     -0.627905,     -4.199749,     -4.199749,      3.571844,     -0.941083
  5.300000e-03,      0.692299,      0.692299,      0.692299,     -0.941083,     -4.402576,     -4.402576,      3.461493,     -1.253332
  5.400000e-03,      0.669044,      0.669044,      0.669044,     -1.253332,     -4.598553,     -4.598553,      3.345221,     -1.564345
  5.500000e-03,      0.645090,      0.645090,      0.645090,     -1.564345,     -4.789795,     -4.789795,      3.225450,     -1.873813
  5.600000e-03,      0.620016,      0.620016,      0.620016,     -1.873813,     -4.973895,     -4.973895,      3.100082,     -2.181432
  5.700000e-03,      0.594302,      0.594302,      0.594302,     -2.181432,     -5.152940,     -5.152940,      2.971508,     -2.486899
  5.800000e-03,      0.567532,      0.567532,      0.567532,     -2.486899,     -5.324558,     -5.324558,      2.837659,     -2.789911
  5.900000e-03,      0.540180,      0.540180,      0.540180,     -2.789911,     -5.490813,     -5.490813,      2.700902,     -3.090170
  6.000000e-03,      0.511843,      0.511843,      0.511843,     -3.090170,     -5.649384,     -5.649384,      2.559214,     -3.387379
  6.100000e-03,      0.482560,      0.482560,      0.482560,     -3.387379,     -5.800177,     -5.800177,      2.412798,     -3.681246
  6.200000e-03,      0.452795,      0.452795,      0.452795,     -3.681246,     -5.945220,     -5.945220,      2.263974,     -3.971479
  6.300000e-03,      0.422158,      0.422158,      0.422158,     -3.971479,     -6.082269,     -6.082269,      2.110790,     -4.257793
  6.400000e-03,      0.391103,      0.391103,      0.391103,     -4.257793,     -6.213307,     -6.213307,      1.955514,     -4.539905
  6.500000e-03,      0.359251,      0.359251,      0.359251,     -4.539905,     -6.336161,     -6.336161,      1.796256,     -4.817537
  6.600000e-03,      0.326649,      0.326649,      0.326649,     -4.817537,     -6.450779,     -6.450779,      1.633243,     -5.090414
  6.700000e-03,      0.293732,      0.293732,      0.293732,     -5.090414,     -6.559074,     -6.559074,      1.468660,     -5.358268
  6.800000e-03,      0.260144,      0.260144,      0.260144,     -5.358268,     -6.658988,     -6.658988,      1.300720,     -5.620834
  6.900000e-03,      0.226307,      0.226307,      0.226307,     -5.620834,     -6.752370,     -6.752370,      1.131537,     -5.877853
  7.000000e-03,      0.191880,      0.191880,      0.191880,     -5.877853,     -6.837253,     -6.837253,      0.959400,     -6.129071
  7.100000e-03,      0.157269,      0.157269,      0.157269,     -6.129071,     -6.915417,     -6.915417,      0.786347,     -6.374240
  7.200000e-03,      0.122152,      0.122152,      0.122152,     -6.374240,     -6.985000,     -6.985000,      0.610760,     -6.613119
  7.300000e-03,      0.086575,      0.086575,      0.086575,     -6.613119,     -7.045992,     -7.045992,      0.432874,     -6.845471
  7.400000e-03,      0.050922,      0.050922,      0.050922,     -6.845471,     -7.100080,     -7.100080,      0.254609,     -7.071068
  7.500000e-03,      0.014896,      0.014896,      0.014896,     -7.071068,     -7.145547,     -7.145547,      0.074479,     -7.289686
  7.600000e-03,     -0.021141,     -0.021141,     -0.021141,     -7.289686,     -7.183982,     -7.183982,     -0.105705,     -7.501111
  7.700000e-03,     -0.057464,     -0.057464,     -0.057464,     -7.501111,     -7.213790,     -7.213790,     -0.287321,     -7.705132
  7.800000e-03,     -0.094025,     -0.094025,     -0.094025,     -7.705132,     -7.235010,     -7.235010,     -0.470123,     -7.901550
  7.900000e-03,     -0.130489,     -0.130489,     -0.130489,     -7.901550,     -7.249105,     -7.249105,     -0.652445,     -8.090170
  8.000000e-03,     -0.167103,     -0.167103,     -0.167103,     -8.090170,     -7.254656,     -7.254656,     -0.835514,     -8.270806
  8.100000e-03,     -0.203557,     -0.203557,     -0.203557,     -8.270806,     -7.253020,     -7.253020,     -1.017786,     -8.443279
  8.200000e-03,     -0.240073,     -0.240073,     -0.240073,     -8.443279,     -7.242912,     -7.242912,     -1.200367,     -8.607420
  8.300000e-03,     -0.276601,     -0.276601,     -0.276601,     -8.607420,     -7.224414,     -7.224414,     -1.383006,     -8.763067
  8.400000e-03,     -0.312885,     -0.312885,     -0.312885,     -8.763067,     -7.198642,     -7.198642,     -1.564424,     -8.910065
  8.500000e-03,     -0.349093,     -0.349093,     -0.349093,     -8.910065,     -7.164602,     -7.164602,     -1.745464,     -9.048271
  8.600000e-03,     -0.384936,     -0.384936,     -0.384936,     -9.048271,     -7.123593,     -7.123593,     -1.924678,     -9.177546
  8.700000e-03,     -0.420730,     -0.420730,     -0.420730,     -9.177546,     -7.073896,     -7.073896,     -2.103650,     -9.297765
  8.800000e-03,     -0.456124,     -0.456124,     -0.456124,     -9.297765,     -7.017142,     -7.017142,     -2.280622,     -9.408808
  8.900000e-03,     -0.491245,     -0.491245,     -0.491245,     -9.408808,     -6.952582,     -6.952582,     -2.456225,     -9.510565
  9.000000e-03,     -0.525978,     -0.525978,     -0.525978,     -9.510565,     -6.880674,     -6.880674,     -2.629891,     -9.602937
  9.100000e-03,     -0.560344,     -0.560344,     -0.560344,     -9.602937,     -6.801219,     -6.801219,     -2.801718,     -9.685832
  9.200000e-03,     -0.594246,     -0.594246,     -0.594246,     -9.685832,     -6.714603,     -6.714603,     -2.971228,     -9.759168
  9.300000e-03,     -0.627733,     -0.627733,     -0.627733,     -9.759168,     -6.620505,     -6.620505,     -3.138663,     -9.822873
  9.400000e-03,     -0.660680,     -0.660680,     -0.660680,     -9.822873,     -6.519472,     -6.519472,     -3.303400,     -9.876883
  9.500000e-03,     -0.693089,     -0.693089,     -0.693089,     -9.876883,     -6.411439,     -6.411439,     -3.465445,     -9.921147
  9.600000e-03,     -0.724923,     -0.724923,     -0.724923,     -9.921147,     -6.296530,     -6.296530,     -3.624617,     -9.955620
  9.700000e-03,     -0.756117,     -0.756117,     -0.756117,     -9.955620,     -6.175034,     -6.175034,     -3.780585,     -9.980267
  9.800000e-03,     -0.786685,     -0.786685,     -0.786685,     -9.980267,     -6.046845,     -6.046845,     -3.933423,     -9.995066
  9.900000e-03,     -0.816563,     -0.816563,     -0.816563,     -9.995066,     -5.912252,     -5.912252,     -4.082813,    -10.000000
  1.000000e-02,     -0.845735,     -0.845735,     -0.845735,    -10.000000,     -5.771324,     -5.771324,     -4.228676,     -9.995066
  1.010000e-02,     -0.874173,     -0.874173,     -0.874173,     -9.995066,     -5.624198,     -5.624198,     -4.370867,     -9.980267
  1.020000e-02,     -0.901836,     -0.901836,     -0.901836,     -9.980267,     -5.471086,     -5.471086,     -4.509181,     -9.955620
  1.030000e-02,     -0.928711,     -0.928711,     -0.928711,     -9.955620,     -5.312065,     -5.312065,     -4.643555,     -9.921147
  1.040000e-02,     -0.954757,     -0.954757,     -0.954757,     -9.921147,     -5.147363,     -5.147363,     -4.773784,     -9.876883
  1.050000e-02,     -0.980033,     -0.980033,     -0.980033,     -9.876883,     -4.976721,     -4.976721,     -4.900163,     -9.822873
  1.060000e-02,     -1.004360,     -1.004360,     -1.004360,     -9.822873,     -4.801075,     -4.801075,     -5.021798,     -9.759168
  1.070000e-02,     -1.027756,     -1.027756,     -1.027756,     -9.759168,     -4.620388,     -4.620388,     -5.138779,     -9.685832
  1.080000e-02,     -1.050249,     -1.050249,     -1.050249,     -9.685832,     -4.434587,     -4.434587,     -5.251245,     -9.602937
  1.090000e-02,     -1.071825,     -1.071825,     -1.071825,     -9.602937,     -4.243812,     -4.243812,     -5.359125,     -9.510565
  1.100000e-02,     -1.092396,     -1.092396,     -1.092396,     -9.510565,     -4.048585,     -4.048585,     -5.461980,     -9.408808
  1.110000e-02,     -1.111881,     -1.111881,     -1.111881,     -9.408808,     -3.849405,     -3.849405,     -5.559403,     -9.297765
  1.120000e-02,     -1.130428,     -1.130428,     -1.130428,     -9.297765,     -3.645627,     -3.645627,     -5.652138,     -9.177546
  1.130000e-02,     -1.147928,     -1.147928,     -1.147928,     -9.177546,     -3.437907,     -3.437907,     -5.739640,     -9.048271
  1.140000e-02,     -1.164399,     -1.164399,     -1.164399,     -9.048271,     -3.226277,     -3.226277,     -5.821994,     -8.910065
  1.150000e-02,     -1.179731,     -1.179731,     -1.179731,     -8.910065,     -3.011412,     -3.011412,     -5.898653,     -8.763067
  1.160000e-02,     -1.194041,     -1.194041,     -1.194041,     -8.763067,     -2.792860,     -2.792860,     -5.970207,     -8.607420
  1.170000e-02,     -1.207188,     -1.207188,     -1.207188,     -8.607420,     -2.571482,     -2.571482,     -6.035939,     -8.443279
  1.180000e-02,     -1.219265,     -1.219265,     -1.219265,     -8.443279,     -2.346953,     -2.346953,     -6.096326,     -8.270806
  1.190000e-02,     -1.230258,     -1.230258,     -1.230258,     -8.270806,     -2.119515,     -2.119515,     -6.151291,     -8.090170
  1.200000e-02,     -1.239832,     -1.239832,     -1.239832,     -8.090170,     -1.891012,     -1.891012,     -6.199158,     -7.901550
  1.210000e-02,     -1.248320,     -1.248320,     -1.248320,     -7.901550,     -1.659948,     -1.659948,     -6.241602,     -7.705132
  1.220000e-02,     -1.255779,     -1.255779,     -1.255779,     -7.705132,     -1.426239,     -1.426239,     -6.278893,     -7.501111
  1.230000e-02,     -1.261834,     -1.261834,     -1.261834,     -7.501111,     -1.191939,     -1.191939,     -6.309172,     -7.289686
  1.240000e-02,     -1.266731,     -1.266731,     -1.266731,     -7.289686,     -0.956030,     -0.956030,     -6.333657,     -7.071068
  1.250000e-02,     -1.270575,     -1.270575,     -1.270575,     -7.071068,     -0.718194,     -0.718194,     -6.352873,     -6.845471
  1.260000e-02,     -1.273013,     -1.273013,     -1.273013,     -6.845471,     -0.480406,     -0.480406,     -6.365065,     -6.613119
  1.270000e-02,     -1.274500,     -1.274500,     -1.274500,     -6.613119,     -0.240618,     -0.240618,     -6.372500,     -6.374240
  1.280000e-02,     -1.274566,     -1.274566,     -1.274566,     -6.374240,     -0.001412,     -0.001412,     -6.372828,     -6.129071
  1.290000e-02,     -1.273832,     -1.273832,     -1.273832,     -6.129071,      0.240090,      0.240090,     -6.369161,     -5.877853
  1.300000e-02,     -1.272003,     -1.272003,     -1.272003,     -5.877853,      0.482161,      0.482161,     -6.360013,     -5.620834
  1.310000e-02,     -1.268397,     -1.268397,     -1.268397,     -5.620834,      0.721153,      0.721153,     -6.341987,     -5.358268
  1.320000e-02,     -1.263970,     -1.263970,     -1.263970,     -5.358268,      0.961582,      0.961582,     -6.319850,     -5.090414
  1.330000e-02,     -1.258161,     -1.258161,     -1.258161,     -5.090414,      1.200393,      1.200393,     -6.290807,     -4.817537
  1.340000e-02,     -1.251265,     -1.251265,     -1.251265,     -4.817537,      1.438786,      1.438786,     -6.256323,     -4.539905
  1.350000e-02,     -1.243139,     -1.243139,     -1.243139,     -4.539905,      1.675789,      1.675789,     -6.215694,     -4.257793
  1.360000e-02,     -1.233656,     -1.233656,     -1.233656,     -4.257793,      1.910486,      1.910486,     -6.168278,     -3.971479
  1.370000e-02,     -1.223099,     -1.223099,     -1.223099,     -3.971479,      2.144018,      2.144018,     -6.115497,     -3.681246
  1.380000e-02,     -1.211163,     -1.211163,     -1.211163,     -3.681246,      2.374568,      2.374568,     -6.055813,     -3.387379
  1.390000e-02,     -1.198026,     -1.198026,     -1.198026,     -3.387379,      2.602750,      2.602750,     -5.990130,     -3.090170
  1.400000e-02,     -1.183767,     -1.183767,     -1.183767,     -3.090170,      2.828664,      2.828664,     -5.918834,     -2.789911
  1.410000e-02,     -1.168570,     -1.168570,     -1.168570,     -2.789911,      3.052939,      3.052939,     -5.842850,     -2.486899
  1.420000e-02,     -1.152450,     -1.152450,     -1.152450,     -2.486899,      3.275351,      3.275351,     -5.762250,     -2.181432
  1.430000e-02,     -1.134846,     -1.134846,     -1.134846,     -2.181432,      3.492799,      3.492799,     -5.674231,     -1.873813
  1.440000e-02,     -1.116321,     -1.116321,     -1.116321,     -1.873813,      3.707794,      3.707794,     -5.581607,     -1.564345
  1.450000e-02,     -1.097023,     -1.097023,     -1.097023,     -1.564345,      3.920772,      3.920772,     -5.485116,     -1.253332
  1.460000e-02,     -1.076352,     -1.076352,     -1.076352,     -1.253332,      4.128427,      4.128427,     -5.381760,     -0.941083
  1.470000e-02,     -1.054876,     -1.054876,     -1.054876,     -0.941083,      4.333298,      4.333298,     -5.274381,     -0.627905
  1.480000e-02,     -1.032177,     -1.032177,     -1.032177,     -0.627905,      4.532979,      4.532979,     -5.160884,     -0.314108
  1.490000e-02,     -1.008279,     -1.008279,     -1.008279,     -0.314108,      4.727287,      4.727287,     -5.041395,     -0.000000
  1.500000e-02,     -0.983651,     -0.983651,     -0.983651,     -0.000000,      4.918254,      4.918254,     -4.918254,      0.314108
  1.510000e-02,     -0.957871,     -0.957871,     -0.957871,      0.314108,      5.103461,      5.103461,     -4.789353,      0.627905
  1.520000e-02,     -0.931408,     -0.931408,     -0.931408,      0.627905,      5.284944,      5.284944,     -4.657039,      0.941083
  1.530000e-02,     -0.903843,     -0.903843,     -0.903843,      0.941083,      5.460296,      5.460296,     -4.519213,      1.253332
  1.540000e-02,     -0.875645,     -0.875645,     -0.875645,      1.253332,      5.631560,      5.631560,     -4.378227,      1.564345
  1.550000e-02,     -0.846400,     -0.846400,     -0.846400,      1.564345,      5.796346,      5.796346,     -4.232001,      1.873813
  1.560000e-02,     -0.816576,     -0.816576,     -0.816576,      1.873813,      5.956693,      5.956693,     -4.082880,      2.181432
  1.570000e-02,     -0.785762,     -0.785762,     -0.785762,      2.181432,      6.110243,      6.110243,     -3.928811,      2.486899
  1.580000e-02,     -0.754424,     -0.754424,     -0.754424,      2.486899,      6.259021,      6.259021,     -3.772122,      2.789911
  1.590000e-02,     -0.722160,     -0.722160,     -0.722160,      2.789911,      6.400709,      6.400709,     -3.610798,      3.090170
  1.600000e-02,     -0.689428,     -0.689428,     -0.689428,      3.090170,      6.537311,      6.537311,     -3.447141,      3.387379
  1.610000e-02,     -0.655836,     -0.655836,     -0.655836,      3.387379,      6.666559,      6.666559,     -3.279179,      3.681246
  1.620000e-02,     -0.621836,     -0.621836,     -0.621836,      3.681246,      6.790426,      6.790426,     -3.109180,      3.971479
  1.630000e-02,     -0.587045,     -0.587045,     -0.587045,      3.971479,      6.906703,      6.906703,     -2.935224,      4.257793
  1.640000e-02,     -0.551907,     -0.551907,     -0.551907,      4.257793,      7.017327,      7.017327,     -2.759534,      4.539905
  1.650000e-02,     -0.516050,     -0.516050,     -0.516050,      4.539905,      7.120156,      7.120156,     -2.580251,      4.817537
  1.660000e-02,     -0.479909,     -0.479909,     -0.479909,      4.817537,      7.217082,      7.217082,     -2.399545,      5.090414
  1.670000e-02,     -0.443125,     -0.443125,     -0.443125,      5.090414,      7.306039,      7.306039,     -2.215625,      5.358268
  1.680000e-02,     -0.406119,     -0.406119,     -0.406119,      5.358268,      7.388864,      7.388864,     -2.030596,      5.620834
  1.690000e-02,     -0.368549,     -0.368549,     -0.368549,      5.620834,      7.463578,      7.463578,     -1.842745,      5.877853
  1.700000e-02,     -0.330821,     -0.330821,     -0.330821,      5.877853,      7.531958,      7.531958,     -1.654105,      6.129071
  1.710000e-02,     -0.292610,     -0.292610,     -0.292610,      6.129071,      7.592118,      7.592118,     -1.463048,      6.374240
  1.720000e-02,     -0.253962,     -0.253962,     -0.253962,      6.374240,      7.644048,      7.644048,     -1.269808,      6.613119
  1.730000e-02,     -0.215262,     -0.215262,     -0.215262,      6.613119,      7.689430,      7.689430,     -1.076311,      6.845471
  1.740000e-02,     -0.176211,     -0.176211,     -0.176211,      6.845471,      7.726528,      7.726528,     -0.881057,      7.071068
  1.750000e-02,     -0.137174,     -0.137174,     -0.137174,      7.071068,      7.756940,      7.756940,     -0.685872,      7.289686
  1.760000e-02,     -0.097870,     -0.097870,     -0.097870,      7.289686,      7.779038,      7.779038,     -0.489352,      7.501111
  1.770000e-02,     -0.058646,     -0.058646,     -0.058646,      7.501111,      7.794339,      7.794339,     -0.293228,      7.705132
  1.780000e-02,     -0.019239,     -0.019239,     -0.019239,      7.705132,      7.801328,      7.801328,     -0.096196,      7.901550
  1.790000e-02,      0.020023,      0.020023,      0.020023,      7.901550,      7.801436,      7.801436,      0.100115,      8.090170
  1.800000e-02,      0.059380,      0.059380,      0.059380,      8.090170,      7.793269,      7.793269,      0.296901,      8.270806
  1.810000e-02,      0.098529,      0.098529,      0.098529,      8.270806,      7.778162,      7.778162,      0.492644,      8.443279
  1.820000e-02,      0.137686,      0.137686,      0.137686,      8.443279,      7.754851,      7.754851,      0.688429,      8.607420
  1.830000e-02,      0.176570,      0.176570,      0.176570,      8.607420,      7.724570,      7.724570,      0.882851,      8.763067
  1.840000e-02,      0.215396,      0.215396,      0.215396,      8.763067,      7.686089,      7.686089,      1.076978,      8.910065
  1.850000e-02,      0.253965,      0.253965,      0.253965,      8.910065,      7.640238,      7.640238,      1.269827,      9.048271
  1.860000e-02,      0.292246,      0.292246,      0.292246,      9.048271,      7.587041,      7.587041,      1.461229,      9.177546
  1.870000e-02,      0.330203,      0.330203,      0.330203,      9.177546,      7.526532,      7.526532,      1.651014,      9.297765
  1.880000e-02,      0.367885,      0.367885,      0.367885,      9.297765,      7.458340,      7.458340,      1.839425,      9.408808
  1.890000e-02,      0.405107,      0.405107,      0.405107,      9.408808,      7.383273,      7.383273,      2.025535,      9.510565
  1.900000e-02,      0.442039,      0.442039,      0.442039,      9.510565,      7.300369,      7.300369,      2.210196,      9.602937
  1.910000e-02,      0.478440,      0.478440,      0.478440,      9.602937,      7.210736,      7.210736,      2.392201,      9.685832
  1.920000e-02,      0.514392,      0.514392,      0.514392,      9.685832,      7.113873,      7.113873,      2.571958,      9.759168
  1.930000e-02,      0.549801,      0.549801,      0.549801,      9.759168,      7.010162,      7.010162,      2.749006,      9.822873
  1.940000e-02,      0.584689,      0.584689,      0.584689,      9.822873,      6.899428,      6.899428,      2.923445,      9.876883
  1.950000e-02,      0.618939,      0.618939,      0.618939,      9.876883,      6.782189,      6.782189,      3.094695,      9.921147
  1.960000e-02,      0.652603,      0.652603,      0.652603,      9.921147,      6.658133,      6.658133,      3.263014,      9.955620
  1.970000e-02,      0.685600,      0.685600,      0.685600,      9.955620,      6.527621,      6.527621,      3.427999,      9.980267
  1.980000e-02,      0.717932,      0.717932,      0.717932,      9.980267,      6.390607,      6.390607,      3.589660,      9.995066
  1.990000e-02,      0.749499,      0.749499,      0.749499,      9.995066,      6.247571,      6.247571,      3.747494,     10.000000
  2.000000e-02,      0.780324,      0.780324,      0.780324,     10.000000,      6.098379,      6.098379,      3.901621,      9.995066
  2.010000e-02,      0.810365,      0.810365,      0.810365,      9.995066,      5.943241,      5.943241,      4.051825,      9.980267
  2.020000e-02,      0.839613,      0.839613,      0.839613,      9.980267,      5.782204,      5.782204,      4.198064,      9.955620
  2.030000e-02,      0.868051,      0.868051,      0.868051,      9.955620,      5.615365,      5.615365,      4.340255,      9.921147
  2.040000e-02,      0.895560,      0.895560,      0.895560,      9.921147,      5.443346,      5.443346,      4.477801,      9.876883
  2.050000e-02,      0.922211,      0.922211,      0.922211,      9.876883,      5.265830,      5.265830,      4.611053,      9.822873
  2.060000e-02,      0.947938,      0.947938,      0.947938,      9.822873,      5.083183,      5.083183,      4.739690,      9.759168
  2.070000e-02,      0.972714,      0.972714,      0.972714,      9.759168,      4.895597,      4.895597,      4.863570,      9.685832
  2.080000e-02,      0.996514,      0.996514,      0.996514,      9.685832,      4.703262,      4.703262,      4.982570,      9.602937
  2.090000e-02,      1.019281,      1.019281,      1.019281,      9.602937,      4.506533,      4.506533,      5.096404,      9.510565
  2.100000e-02,      1.041104,      1.041104,      1.041104,      9.510565,      4.305044,      4.305044,      5.205521,      9.408808
  2.110000e-02,      1.062007,      1.062007,      1.062007,      9.408808,      4.098773,      4.098773,      5.310035,      9.297765
  2.120000e-02,      1.081705,      1.081705,      1.081705,      9.297765,      3.889238,      3.889238,      5.408527,      9.177546
  2.130000e-02,      1.100380,      1.100380,      1.100380,      9.177546,      3.675647,      3.675647,      5.501900,      9.048271
  2.140000e-02,      1.117867,      1.117867,      1.117867,      9.048271,      3.458934,      3.458934,      5.589336,      8.910065
  2.150000e-02,      1.134256,      1.134256,      1.134256,      8.910065,      3.238784,      3.238784,      5.671282,      8.763067
  2.160000e-02,      1.149712,      1.149712,      1.149712,      8.763067,      3.014505,      3.014505,      5.748562,      8.607420
  2.170000e-02,      1.163816,      1.163816,      1.163816,      8.607420,      2.788342,      2.788342,      5.819079,      8.443279
  2.180000e-02,      1.176784,      1.176784,      1.176784,      8.443279,      2.559357,      2.559357,      5.883922,      8.270806
  2.190000e-02,      1.188608,      1.188608,      1.188608,      8.270806,      2.327768,      2.327768,      5.943038,      8.090170
  2.200000e-02,      1.199262,      1.199262,      1.199262,      8.090170,      2.093858,      2.093858,      5.996312,      7.901550
  2.210000e-02,      1.208867,      1.208867,      1.208867,      7.901550,      1.857214,      1.857214,      6.044336,      7.705132
  2.220000e-02,      1.217178,      1.217178,      1.217178,      7.705132,      1.619240,      1.619240,      6.085892,      7.501111
  2.230000e-02,      1.224178,      1.224178,      1.224178,      7.501111,      1.380221,      1.380221,      6.120890,      7.289686
  2.240000e-02,      1.230166,      1.230166,      1.230166,      7.289686,      1.138858,      1.138858,      6.150828,      7.071068
  2.250000e-02,      1.234698,      1.234698,      1.234698,      7.071068,      0.897578,      0.897578,      6.173490,      6.845471
  2.260000e-02,      1.238344,      1.238344,      1.238344,      6.845471,      0.653750,      0.653750,      6.191721,      6.613119
  2.270000e-02,      1.240671,      1.240671,      1.240671,      6.613119,      0.409763,      0.409763,      6.203356,      6.374240
  2.280000e-02,      1.241673,      1.241673,      1.241673,      6.374240,      0.165874,      0.165874,      6.208366,      6.129071
  2.290000e-02,      1.241347,      1.241347,      1.241347,      6.129071,     -0.077663,     -0.077663,      6.206733,      5.877853
