          time,          i_l1,           i_r,          i_vs,            v1,            v2,          v_l1,            vr,            vs
  8.080000e-02,      1.000140,      1.000140,      1.000140,      9.685832,      4.685132,      4.685132,      5.000699,      9.602937
  8.090000e-02,      1.022931,      1.022931,      1.022931,      9.602937,      4.488282,      4.488282,      5.114655,      9.510565
  8.100000e-02,      1.044614,      1.044614,      1.044614,      9.510565,      4.287494,      4.287494,      5.223071,      9.408808
  8.110000e-02,      1.065318,      1.065318,      1.065318,      9.408808,      4.082220,      4.082220,      5.326588,      9.297765
  8.120000e-02,      1.084964,      1.084964,      1.084964,      9.297765,      3.872946,      3.872946,      5.424819,      9.177546
  8.130000e-02,      1.103594,      1.103594,      1.103594,      9.177546,      3.659575,      3.659575,      5.517972,      9.048271
  8.140000e-02,      1.121123,      1.121123,      1.121123,      9.048271,      3.442656,      3.442656,      5.605614,      8.910065
  8.150000e-02,      1.137532,      1.137532,      1.137532,      8.910065,      3.222406,      3.222406,      5.687659,      8.763067
  8.160000e-02,      1.152719,      1.152719,      1.152719,      8.763067,      2.999473,      2.999473,      5.763594,      8.607420
  8.170000e-02,      1.166752,      1.166752,      1.166752,      8.607420,      2.773660,      2.773660,      5.833761,      8.443279
  8.180000e-02,      1.180000,      1.180000,      1.180000,      8.443279,      2.543280,      2.543280,      5.900000,      8.270806
  8.190000e-02,      1.191845,      1.191845,      1.191845,      8.270806,      2.311583,      2.311583,      5.959223,      8.090170
  8.200000e-02,      1.202486,      1.202486,      1.202486,      8.090170,      2.077738,      2.077738,      6.012432,      7.901550
  8.210000e-02,      1.211824,      1.211824,      1.211824,      7.901550,      1.842428,      1.842428,      6.059122,      7.705132
  8.220000e-02,      1.220122,      1.220122,      1.220122,      7.705132,      1.604522,      1.604522,      6.100611,      7.501111
  8.230000e-02,      1.227189,      1.227189,      1.227189,      7.501111,      1.365166,      1.365166,      6.135945,      7.289686
  8.240000e-02,      1.233072,      1.233072,      1.233072,      7.289686,      1.124325,      1.124325,      6.165361,      7.071068
  8.250000e-02,      1.237767,      1.237767,      1.237767,      7.071068,      0.882232,      0.882232,      6.188835,      6.845471
  8.260000e-02,      1.241270,      1.241270,      1.241270,      6.845471,      0.639122,      0.639122,      6.206349,      6.613119
  8.270000e-02,      1.243577,      1.243577,      1.243577,      6.613119,      0.395234,      0.395234,      6.217884,      6.374240
  8.280000e-02,      1.245084,      1.245084,      1.245084,      6.374240,      0.148819,      0.148819,      6.225421,      6.129071
  8.290000e-02,      1.244990,      1.244990,      1.244990,      6.129071,     -0.095879,     -0.095879,      6.224950,      5.877853
  8.300000e-02,      1.243807,      1.243807,      1.243807,      5.877853,     -0.341180,     -0.341180,      6.219033,      5.620834
  8.310000e-02,      1.241263,      1.241263,      1.241263,      5.620834,     -0.585483,     -0.585483,      6.206317,      5.358268
  8.320000e-02,      1.237359,      1.237359,      1.237359,      5.358268,     -0.828527,     -0.828527,      6.186795,      5.090414
  8.330000e-02,      1.232095,      1.232095,      1.232095,      5.090414,     -1.070059,     -1.070059,      6.160473,      4.817537
  8.340000e-02,      1.225769,      1.225769,      1.225769,      4.817537,     -1.311307,     -1.311307,      6.128844,      4.539905
  8.350000e-02,      1.218239,      1.218239,      1.218239,      4.539905,     -1.551288,     -1.551288,      6.091193,      4.257793
  8.360000e-02,      1.209373,      1.209373,      1.209373,      4.257793,     -1.789070,     -1.789070,      6.046863,      3.971479
  8.370000e-02,      1.199465,      1.199465,      1.199465,      3.971479,     -2.025848,     -2.025848,      5.997327,      3.681246
  8.380000e-02,      1.188198,      1.188198,      1.188198,      3.681246,     -2.259746,     -2.259746,      5.940992,      3.387379
  8.390000e-02,      1.175756,      1.175756,      1.175756,      3.387379,     -2.491402,     -2.491402,      5.878781,      3.090170
  8.400000e-02,      1.162224,      1.162224,      1.162224,      3.090170,     -2.720948,     -2.720948,      5.811118,      2.789911
  8.410000e-02,      1.147786,      1.147786,      1.147786,      2.789911,     -2.949018,     -2.949018,      5.738929,      2.486899
  8.420000e-02,      1.131875,      1.131875,      1.131875,      2.486899,     -3.172474,     -3.172474,      5.659373,      2.181432
  8.430000e-02,      1.115064,      1.115064,      1.115064,      2.181432,     -3.393887,     -3.393887,      5.575319,      1.873813
  8.440000e-02,      1.096883,      1.096883,      1.096883,      1.873813,     -3.610602,     -3.610602,      5.484415,      1.564345
  8.450000e-02,      1.077927,      1.077927,      1.077927,      1.564345,     -3.825289,     -3.825289,      5.389634,      1.253332
  8.460000e-02,      1.057755,      1.057755,      1.057755,      1.253332,     -4.035445,     -4.035445,      5.288777,      0.941083
  8.470000e-02,      1.036390,      1.036390,      1.036390,      0.941083,     -4.240865,     -4.240865,      5.181948,      0.627905
  8.480000e-02,      1.014312,      1.014312,      1.014312,      0.627905,     -4.443657,     -4.443657,      5.071562,      0.314108
  8.490000e-02,      0.991081,      0.991081,      0.991081,      0.314108,     -4.641297,     -4.641297,      4.955405,     -0.000000
  8.500000e-02,      0.966720,      0.966720,      0.966720,     -0.000000,     -4.833599,     -4.833599,      4.833599,     -0.314108
  8.510000e-02,      0.941717,      0.941717,      0.941717,     -0.314108,     -5.022692,     -5.022692,      4.708585,     -0.627905
  8.520000e-02,      0.915631,      0.915631,      0.915631,     -0.627905,     -5.206061,     -5.206061,      4.578156,     -0.941083
  8.530000e-02,      0.888490,      0.888490,      0.888490,     -0.941083,     -5.383535,     -5.383535,      4.442452,     -1.253332
  8.540000e-02,      0.860783,      0.860783,      0.860783,     -1.253332,     -5.557249,     -5.557249,      4.303917,     -1.564345
  8.550000e-02,      0.832074,      0.832074,      0.832074,     -1.564345,     -5.724716,     -5.724716,      4.160371,     -1.873813
  8.560000e-02,      0.802394,      0.802394,      0.802394,     -1.873813,     -5.885784,     -5.885784,      4.011970,     -2.181432
  8.570000e-02,      0.772228,      0.772228,      0.772228,     -2.181432,     -6.042574,     -6.042574,      3.861142,     -2.486899
  8.580000e-02,      0.741150,      0.741150,      0.741150,     -2.486899,     -6.192650,     -6.192650,      3.705751,     -2.789911
  8.590000e-02,      0.709194,      0.709194,      0.709194,     -2.789911,     -6.335880,     -6.335880,      3.545969,     -3.090170
  8.600000e-02,      0.676836,      0.676836,      0.676836,     -3.090170,     -6.474352,     -6.474352,      3.384182,     -3.387379
  8.610000e-02,      0.643665,      0.643665,      0.643665,     -3.387379,     -6.605703,     -6.605703,      3.218324,     -3.681246
  8.620000e-02,      0.609715,      0.609715,      0.609715,     -3.681246,     -6.729821,     -6.729821,      3.048575,     -3.971479
  8.630000e-02,      0.575453,      0.575453,      0.575453,     -3.971479,     -6.848743,     -6.848743,      2.877264,     -4.257793
  8.640000e-02,      0.540482,      0.540482,      0.540482,     -4.257793,     -6.960200,     -6.960200,      2.702408,     -4.539905
  8.650000e-02,      0.504839,      0.504839,      0.504839,     -4.539905,     -7.064102,     -7.064102,      2.524197,     -4.817537
  8.660000e-02,      0.468976,      0.468976,      0.468976,     -4.817537,     -7.162417,     -7.162417,      2.344880,     -5.090414
  8.670000e-02,      0.432515,      0.432515,      0.432515,     -5.090414,     -7.252989,     -7.252989,      2.162575,     -5.358268
  8.680000e-02,      0.395496,      0.395496,      0.395496,     -5.358268,     -7.335749,     -7.335749,      1.977481,     -5.620834
  8.690000e-02,      0.358350,      0.358350,      0.358350,     -5.620834,     -7.412582,     -7.412582,      1.791748,     -5.877853
  8.700000e-02,      0.320722,      0.320722,      0.320722,     -5.877853,     -7.481462,     -7.481462,      1.603609,     -6.129071
  8.710000e-02,      0.282655,      0.282655,      0.282655,     -6.129071,     -7.542345,     -7.542345,      1.413274,     -6.374240
  8.720000e-02,      0.244554,      0.244554,      0.244554,     -6.374240,     -7.597010,     -7.597010,      1.222771,     -6.613119
  8.730000e-02,      0.206093,      0.206093,      0.206093,     -6.613119,     -7.643585,     -7.643585,      1.030466,     -6.845471
  8.740000e-02,      0.167315,      0.167315,      0.167315,     -6.845471,     -7.682047,     -7.682047,      0.836576,     -7.071068
  8.750000e-02,      0.128598,      0.128598,      0.128598,     -7.071068,     -7.714058,     -7.714058,      0.642991,     -7.289686
  8.760000e-02,      0.089645,      0.089645,      0.089645,     -7.289686,     -7.737912,     -7.737912,      0.448225,     -7.501111
  8.770000e-02,      0.050500,      0.050500,      0.050500,     -7.501111,     -7.753610,     -7.753610,      0.252500,     -7.705132
  8.780000e-02,      0.011510,      0.011510,      0.011510,     -7.705132,     -7.762680,     -7.762680,      0.057548,     -7.901550
  8.790000e-02,     -0.027590,     -0.027590,     -0.027590,     -7.901550,     -7.763599,     -7.763599,     -0.137951,     -8.090170
  8.800000e-02,     -0.066756,     -0.066756,     -0.066756,     -8.090170,     -7.756392,     -7.756392,     -0.333778,     -8.270806
  8.810000e-02,     -0.105673,     -0.105673,     -0.105673,     -8.270806,     -7.742438,     -7.742438,     -0.528367,     -8.443279
  8.820000e-02,     -0.144574,     -0.144574,     -0.144574,     -8.443279,     -7.720411,     -7.720411,     -0.722868,     -8.607420
  8.830000e-02,     -0.183412,     -0.183412,     -0.183412,     -8.607420,     -7.690360,     -7.690360,     -0.917060,     -8.763067
  8.840000e-02,     -0.221931,     -0.221931,     -0.221931,     -8.763067,     -7.653413,     -7.653413,     -1.109654,     -8.910065
  8.850000e-02,     -0.260302,     -0.260302,     -0.260302,     -8.910065,     -7.608554,     -7.608554,     -1.301511,     -9.048271
  8.860000e-02,     -0.298353,     -0.298353,     -0.298353,     -9.048271,     -7.556506,     -7.556506,     -1.491764,     -9.177546
  8.870000e-02,     -0.336157,     -0.336157,     -0.336157,     -9.177546,     -7.496761,     -7.496761,     -1.680785,     -9.297765
  8.880000e-02,     -0.373689,     -0.373689,     -0.373689,     -9.297765,     -7.429321,     -7.429321,     -1.868444,     -9.408808
  8.890000e-02,     -0.410851,     -0.410851,     -0.410851,     -9.408808,     -7.354553,     -7.354553,     -2.054254,     -9.510565
  8.900000e-02,     -0.447573,     -0.447573,     -0.447573,     -9.510565,     -7.272699,     -7.272699,     -2.237866,     -9.602937
  8.910000e-02,     -0.483877,     -0.483877,     -0.483877,     -9.602937,     -7.183551,     -7.183551,     -2.419386,     -9.685832
  8.920000e-02,     -0.519668,     -0.519668,     -0.519668,     -9.685832,     -7.087492,     -7.087492,     -2.598340,     -9.759168
  8.930000e-02,     -0.554996,     -0.554996,     -0.554996,     -9.759168,     -6.984187,     -6.984187,     -2.774980,     -9.822873
  8.940000e-02,     -0.589738,     -0.589738,     -0.589738,     -9.822873,     -6.874184,     -6.874184,     -2.948689,     -9.876883
  8.950000e-02,     -0.623896,     -0.623896,     -0.623896,     -9.876883,     -6.757405,     -6.757405,     -3.119478,     -9.921147
  8.960000e-02,     -0.657436,     -0.657436,     -0.657436,     -9.921147,     -6.633969,     -6.633969,     -3.287178,     -9.955620
  8.970000e-02,     -0.690292,     -0.690292,     -0.690292,     -9.955620,     -6.504160,     -6.504160,     -3.451460,     -9.980267
  8.980000e-02,     -0.722483,     -0.722483,     -0.722483,     -9.980267,     -6.367851,     -6.367851,     -3.612416,     -9.995066
  8.990000e-02,     -0.753946,     -0.753946,     -0.753946,     -9.995066,     -6.225333,     -6.225333,     -3.769732,    -10.000000
  9.000000e-02,     -0.784664,     -0.784664,     -0.784664,    -10.000000,     -6.076678,     -6.076678,     -3.923322,     -9.995066
  9.010000e-02,     -0.814608,     -0.814608,     -0.814608,     -9.995066,     -5.922027,     -5.922027,     -4.073038,     -9.980267
  9.020000e-02,     -0.843738,     -0.843738,     -0.843738,     -9.980267,     -5.761579,     -5.761579,     -4.218689,     -9.955620
  9.030000e-02,     -0.872036,     -0.872036,     -0.872036,     -9.955620,     -5.595438,     -5.595438,     -4.360182,     -9.921147
  9.040000e-02,     -0.899516,     -0.899516,     -0.899516,     -9.921147,     -5.423569,     -5.423569,     -4.497578,     -9.876883
  9.050000e-02,     -0.926093,     -0.926093,     -0.926093,     -9.876883,     -5.246417,     -5.246417,     -4.630466,     -9.822873
  9.060000e-02,     -0.951726,     -0.951726,     -0.951726,     -9.822873,     -5.064241,     -5.064241,     -4.758632,     -9.759168
  9.070000e-02,     -0.976468,     -0.976468,     -0.976468,     -9.759168,     -4.876826,     -4.876826,     -4.882342,     -9.685832
  9.080000e-02,     -1.000203,     -1.000203,     -1.000203,     -9.685832,     -4.684817,     -4.684817,     -5.001015,     -9.602937
  9.090000e-02,     -1.023020,     -1.023020,     -1.023020,     -9.602937,     -4.487837,     -4.487837,     -5.115100,     -9.510565
  9.100000e-02,     -1.044707,     -1.044707,     -1.044707,     -9.510565,     -4.287032,     -4.287032,     -5.223533,     -9.408808
  9.110000e-02,     -1.065371,     -1.065371,     -1.065371,     -9.408808,     -4.081954,     -4.081954,     -5.326854,     -9.297765
  9.120000e-02,     -1.085050,     -1.085050,     -1.085050,     -9.297765,     -3.872514,     -3.872514,     -5.425251,     -9.177546
  9.130000e-02,     -1.103637,     -1.103637,     -1.103637,     -9.177546,     -3.659362,     -3.659362,     -5.518184,     -9.048271
  9.140000e-02,     -1.121139,     -1.121139,     -1.121139,     -9.048271,     -3.442578,     -3.442578,     -5.605693,     -8.910065
  9.150000e-02,     -1.137461,     -1.137461,     -1.137461,     -8.910065,     -3.222763,     -3.222763,     -5.687303,     -8.763067
  9.160000e-02,     -1.152697,     -1.152697,     -1.152697,     -8.763067,     -2.999580,     -2.999580,     -5.763487,     -8.607420
  9.170000e-02,     -1.166726,     -1.166726,     -1.166726,     -8.607420,     -2.773788,     -2.773788,     -5.833632,     -8.443279
  9.180000e-02,     -1.179623,     -1.179623,     -1.179623,     -8.443279,     -2.545164,     -2.545164,     -5.898115,     -8.270806
  9.190000e-02,     -1.191376,     -1.191376,     -1.191376,     -8.270806,     -2.313927,     -2.313927,     -5.956878,     -8.090170
  9.200000e-02,     -1.201962,     -1.201962,     -1.201962,     -8.090170,     -2.080359,     -2.080359,     -6.009811,     -7.901550
  9.210000e-02,     -1.211501,     -1.211501,     -1.211501,     -7.901550,     -1.844043,     -1.844043,     -6.057507,     -7.705132
  9.220000e-02,     -1.219751,     -1.219751,     -1.219751,     -7.705132,     -1.606376,     -1.606376,     -6.098756,     -7.501111
  9.230000e-02,     -1.226694,     -1.226694,     -1.226694,     -7.501111,     -1.367639,     -1.367639,     -6.133471,     -7.289686
  9.240000e-02,     -1.232631,     -1.232631,     -1.232631,     -7.289686,     -1.126534,     -1.126534,     -6.163153,     -7.071068
  9.250000e-02,     -1.237117,     -1.237117,     -1.237117,     -7.071068,     -0.885484,     -0.885484,     -6.185583,     -6.845471
  9.260000e-02,     -1.240722,     -1.240722,     -1.240722,     -6.845471,     -0.641859,     -0.641859,     -6.203612,     -6.613119
  9.270000e-02,     -1.243018,     -1.243018,     -1.243018,     -6.613119,     -0.398030,     -0.398030,     -6.215088,     -6.374240
  9.280000e-02,     -1.243997,     -1.243997,     -1.243997,     -6.374240,     -0.154255,     -0.154255,     -6.219985,     -6.129071
  9.290000e-02,     -1.243657,     -1.243657,     -1.243657,     -6.129071,      0.089214,      0.089214,     -6.218285,     -5.877853
  9.300000e-02,     -1.242702,     -1.242702,     -1.242702,     -5.877853,      0.335659,      0.335659,     -6.213511,     -5.620834
  9.310000e-02,     -1.240205,     -1.240205,     -1.240205,     -5.620834,      0.580190,      0.580190,     -6.201024,     -5.358268
  9.320000e-02,     -1.236164,     -1.236164,     -1.236164,     -5.358268,      0.822550,      0.822550,     -6.180818,     -5.090414
  9.330000e-02,     -1.231064,     -1.231064,     -1.231064,     -5.090414,      1.064906,      1.064906,     -6.155320,     -4.817537
  9.340000e-02,     -1.224917,     -1.224917,     -1.224917,     -4.817537,      1.307046,      1.307046,     -6.124583,     -4.539905
  9.350000e-02,     -1.217215,     -1.217215,     -1.217215,     -4.539905,      1.546172,      1.546172,     -6.086077,     -4.257793
  9.360000e-02,     -1.208229,     -1.208229,     -1.208229,     -4.257793,      1.783354,      1.783354,     -6.041147,     -3.971479
  9.370000e-02,     -1.198253,     -1.198253,     -1.198253,     -3.971479,      2.019788,      2.019788,     -5.991267,     -3.681246
  9.380000e-02,     -1.187181,     -1.187181,     -1.187181,     -3.681246,      2.254660,      2.254660,     -5.935906,     -3.387379
  9.390000e-02,     -1.174982,     -1.174982,     -1.174982,     -3.387379,      2.487533,      2.487533,     -5.874912,     -3.090170
  9.400000e-02,     -1.161557,     -1.161557,     -1.161557,     -3.090170,      2.717614,      2.717614,     -5.807784,     -2.789911
  9.410000e-02,     -1.146880,     -1.146880,     -1.146880,     -2.789911,      2.944488,      2.944488,     -5.734399,     -2.486899
  9.420000e-02,     -1.131033,     -1.131033,     -1.131033,     -2.486899,      3.168268,      3.168268,     -5.655167,     -2.181432
  9.430000e-02,     -1.114185,     -1.114185,     -1.114185,     -2.181432,      3.389493,      3.389493,     -5.570925,     -1.873813
  9.440000e-02,     -1.096352,     -1.096352,     -1.096352,     -1.873813,      3.607949,      3.607949,     -5.481762,     -1.564345
  9.450000e-02,     -1.077553,     -1.077553,     -1.077553,     -1.564345,      3.823422,      3.823422,     -5.387766,     -1.253332
  9.460000e-02,     -1.057244,     -1.057244,     -1.057244,     -1.253332,      4.032889,      4.032889,     -5.286221,     -0.941083
  9.470000e-02,     -1.035967,     -1.035967,     -1.035967,     -0.941083,      4.238752,      4.238752,     -5.179835,     -0.627905
  9.480000e-02,     -1.013852,     -1.013852,     -1.013852,     -0.627905,      4.441356,      4.441356,     -5.069262,     -0.314108
  9.490000e-02,     -0.990920,     -0.990920,     -0.990920,     -0.314108,      4.640493,      4.640493,     -4.954601,      0.000000
  9.500000e-02,     -0.966600,     -0.966600,     -0.966600,      0.000000,      4.833002,      4.833002,     -4.833002,      0.314108
  9.510000e-02,     -0.941439,     -0.941439,     -0.941439,      0.314108,      5.021303,      5.021303,     -4.707195,      0.627905
  9.520000e-02,     -0.915460,     -0.915460,     -0.915460,      0.627905,      5.205206,      5.205206,     -4.577301,      0.941083
  9.530000e-02,     -0.888276,     -0.888276,     -0.888276,      0.941083,      5.382465,      5.382465,     -4.441382,      1.253332
  9.540000e-02,     -0.860332,     -0.860332,     -0.860332,      1.253332,      5.554991,      5.554991,     -4.301659,      1.564345
  9.550000e-02,     -0.831650,     -0.831650,     -0.831650,      1.564345,      5.722596,      5.722596,     -4.158252,      1.873813
  9.560000e-02,     -0.802257,     -0.802257,     -0.802257,      1.873813,      5.885100,      5.885100,     -4.011287,      2.181432
  9.570000e-02,     -0.771775,     -0.771775,     -0.771775,      2.181432,      6.040307,      6.040307,     -3.858875,      2.486899
  9.580000e-02,     -0.740644,     -0.740644,     -0.740644,      2.486899,      6.190117,      6.190117,     -3.703218,      2.789911
  9.590000e-02,     -0.708890,     -0.708890,     -0.708890,      2.789911,      6.334360,      6.334360,     -3.544449,      3.090170
  9.600000e-02,     -0.676542,     -0.676542,     -0.676542,      3.090170,      6.472878,      6.472878,     -3.382708,      3.387379
  9.610000e-02,     -0.643236,     -0.643236,     -0.643236,      3.387379,      6.603561,      6.603561,     -3.216181,      3.681246
  9.620000e-02,     -0.609404,     -0.609404,     -0.609404,      3.681246,      6.728266,      6.728266,     -3.047020,      3.971479
  9.630000e-02,     -0.575074,     -0.575074,     -0.575074,      3.971479,      6.846848,      6.846848,     -2.875369,      4.257793
  9.640000e-02,     -0.539900,     -0.539900,     -0.539900,      4.257793,      6.957294,      6.957294,     -2.699501,      4.539905
  9.650000e-02,     -0.504301,     -0.504301,     -0.504301,      4.539905,      7.061408,      7.061408,     -2.521503,      4.817537
  9.660000e-02,     -0.468305,     -0.468305,     -0.468305,      4.817537,      7.159060,      7.159060,     -2.341523,      5.090414
  9.670000e-02,     -0.431943,     -0.431943,     -0.431943,      5.090414,      7.250128,      7.250128,     -2.159714,      5.358268
  9.680000e-02,     -0.394895,     -0.394895,     -0.394895,      5.358268,      7.332741,      7.332741,     -1.974473,      5.620834
  9.690000e-02,     -0.357556,     -0.357556,     -0.357556,      5.620834,      7.408611,      7.408611,     -1.787778,      5.877853
  9.700000e-02,     -0.319957,     -0.319957,     -0.319957,      5.877853,      7.477636,      7.477636,     -1.599783,      6.129071
  9.710000e-02,     -0.282130,     -0.282130,     -0.282130,      6.129071,      7.539718,      7.539718,     -1.410648,      6.374240
  9.720000e-02,     -0.243784,     -0.243784,     -0.243784,      6.374240,      7.593160,      7.593160,     -1.218920,      6.613119
  9.730000e-02,     -0.205287,     -0.205287,     -0.205287,      6.613119,      7.639555,      7.639555,     -1.026436,      6.845471
  9.740000e-02,     -0.166671,     -0.166671,     -0.166671,      6.845471,      7.678827,      7.678827,     -0.833356,      7.071068
  9.750000e-02,     -0.127968,     -0.127968,     -0.127968,      7.071068,      7.710909,      7.710909,     -0.639841,      7.289686
  9.760000e-02,     -0.088923,     -0.088923,     -0.088923,      7.289686,      7.734301,      7.734301,     -0.444615,      7.501111
  9.770000e-02,     -0.049869,     -0.049869,     -0.049869,      7.501111,      7.750454,      7.750454,     -0.249344,      7.705132
  9.780000e-02,     -0.010838,     -0.010838,     -0.010838,      7.705132,      7.759321,      7.759321,     -0.054189,      7.901550
  9.790000e-02,      0.028395,      0.028395,      0.028395,      7.901550,      7.759575,      7.759575,      0.141975,      8.090170
  9.800000e-02,      0.067526,      0.067526,      0.067526,      8.090170,      7.752542,      7.752542,      0.337628,      8.270806
  9.810000e-02,      0.106523,      0.106523,      0.106523,      8.270806,      7.738193,      7.738193,      0.532613,      8.443279
  9.820000e-02,      0.145354,      0.145354,      0.145354,      8.443279,      7.716509,      7.716509,      0.726770,      8.607420
  9.830000e-02,      0.184204,      0.184204,      0.184204,      8.607420,      7.686401,      7.686401,      0.921019,      8.763067
  9.840000e-02,      0.222828,      0.222828,      0.222828,      8.763067,      7.648928,      7.648928,      1.114139,      8.910065
  9.850000e-02,      0.261252,      0.261252,      0.261252,      8.910065,      7.603804,      7.603804,      1.306261,      9.048271
  9.860000e-02,      0.299436,      0.299436,      0.299436,      9.048271,      7.551091,      7.551091,      1.497179,      9.177546
  9.870000e-02,      0.337190,      0.337190,      0.337190,      9.177546,      7.491597,      7.491597,      1.685950,      9.297765
  9.880000e-02,      0.374675,      0.374675,      0.374675,      9.297765,      7.424388,      7.424388,      1.873377,      9.408808
  9.890000e-02,      0.411796,      0.411796,      0.411796,      9.408808,      7.349829,      7.349829,      2.058979,      9.510565
  9.900000e-02,      0.448471,      0.448471,      0.448471,      9.510565,      7.268210,      7.268210,      2.242356,      9.602937
  9.910000e-02,      0.484774,      0.484774,      0.484774,      9.602937,      7.179065,      7.179065,      2.423871,      9.685832
  9.920000e-02,      0.520497,      0.520497,      0.520497,      9.685832,      7.083348,      7.083348,      2.602484,      9.759168
  9.930000e-02,      0.555734,      0.555734,      0.555734,      9.759168,      6.980499,      6.980499,      2.778668,      9.822873
  9.940000e-02,      0.590381,      0.590381,      0.590381,      9.822873,      6.870969,      6.870969,      2.951903,      9.876883
  9.950000e-02,      0.624480,      0.624480,      0.624480,      9.876883,      6.754483,      6.754483,      3.122400,      9.921147
  9.960000e-02,      0.657988,      0.657988,      0.657988,      9.921147,      6.631206,      6.631206,      3.289941,      9.955620
  9.970000e-02,      0.690877,      0.690877,      0.690877,      9.955620,      6.501235,      6.501235,      3.454385,      9.980267
  9.980000e-02,      0.723062,      0.723062,      0.723062,      9.980267,      6.364959,      6.364959,      3.615308,      9.995066
  9.990000e-02,      0.754511,      0.754511,      0.754511,      9.995066,      6.222510,      6.222510,      3.772556,     10.000000
